#sequencies, Sigma, #items_per_sequence, #distinct_per_sequence, #occurence_on_sequence, Overall_Accur, #minPredictionRario, splitMethod, splitLength, noiseRatio, DatasetName
5000,10,42.6778,8.9474,4.769854929923777,0.2716,0.0,1,0.3,0.8,SPICE3
4854,31,8.174702,6.8127317,1.1999153285554447,0.57972807,0.0,1,0.3,0.8,SPICE4
5000,48,119.9794,22.7796,5.2669669353281,1.0,0.0,1,0.3,0.8,SPICE5
4099,24,29.740181,11.156136,2.6658138161779177,0.2646987,0.0,1,0.3,0.8,SPICE6
5000,20,59.1826,16.5418,3.57776058228246,0.5492,0.0,1,0.3,0.8,SPICE7
5000,43,31.6762,12.3186,2.571412335817382,0.3806,0.0,1,0.3,0.8,SPICE8
4096,11,30.523682,6.3515625,4.805696494464945,0.47827148,0.0,1,0.3,0.8,SPICE9
5000,20,35.5188,15.8502,2.2409054775334063,0.4842,0.0,1,0.3,0.8,SPICE10
5000,2546,12.0796,10.8556,1.112752864880799,0.8596,0.0,1,0.3,0.8,SPICE11
5000,21,33.0404,14.0284,2.355250776995238,0.1182,0.0,1,0.3,0.8,SPICE12
5000,400,8.2306,7.193,1.1442513554844989,0.3506,0.0,1,0.3,0.8,SPICE13
5000,27,42.1762,12.7918,3.2971278475273222,0.3032,0.0,1,0.3,0.8,SPICE14
5000,32,41.522,17.4818,2.375155876397167,0.1692,0.0,1,0.3,0.8,SPICE15
4865,494,11.227955,11.227955,1.0,0.32435766,0.0,1,0.4,0.8,BMS
730,267,93.00411,51.994522,1.78872905469491,0.3260274,0.0,1,0.4,0.8,SIGN
5000,17,10.7638,4.7462,2.267877459862627,0.5514,0.0,1,0.4,0.8,MSNBC
4933,5422,20.6045,16.704845,1.233444572538074,0.07216704,0.0,1,0.4,0.8,BIBLE_WORD
5000,74,133.01,26.0638,5.1032466486084145,0.015,0.0,1,0.4,0.8,BIBLE_CHAR
45000,22422,28.425312,28.4252,1.0000039088946115,0.31886667,0.0,1,0.4,0.8,KOSARAK
5000,2612,40.1966,38.6178,1.0408827017592923,0.2006,0.0,1,0.4,0.8,FIFA
5000,4,11.6854,3.544,3.297234762979684,0.6776,0.0,1,0.4,0.8,SPICE0
5000,20,41.7752,14.2164,2.9385217073239356,0.2688,0.0,1,0.4,0.8,SPICE1
5000,10,42.1658,8.989,4.690822115919457,0.365,0.0,1,0.4,0.8,SPICE2
5000,10,42.6778,8.9474,4.769854929923777,0.2716,0.0,1,0.4,0.8,SPICE3
4854,31,8.174702,6.8127317,1.1999153285554447,0.5776679,0.0,1,0.4,0.8,SPICE4
5000,48,119.9794,22.7796,5.2669669353281,1.0,0.0,1,0.4,0.8,SPICE5
4099,24,29.740181,11.156136,2.6658138161779177,0.26518664,0.0,1,0.4,0.8,SPICE6
5000,20,59.1826,16.5418,3.57776058228246,0.5492,0.0,1,0.4,0.8,SPICE7
5000,43,31.6762,12.3186,2.571412335817382,0.3808,0.0,1,0.4,0.8,SPICE8
4096,11,30.523682,6.3515625,4.805696494464945,0.4794922,0.0,1,0.4,0.8,SPICE9
5000,20,35.5188,15.8502,2.2409054775334063,0.4848,0.0,1,0.4,0.8,SPICE10
5000,2546,12.0796,10.8556,1.112752864880799,0.8586,0.0,1,0.4,0.8,SPICE11
5000,21,33.0404,14.0284,2.355250776995238,0.1182,0.0,1,0.4,0.8,SPICE12
5000,400,8.2306,7.193,1.1442513554844989,0.3518,0.0,1,0.4,0.8,SPICE13
5000,27,42.1762,12.7918,3.2971278475273222,0.3048,0.0,1,0.4,0.8,SPICE14
5000,32,41.522,17.4818,2.375155876397167,0.1688,0.0,1,0.4,0.8,SPICE15
4865,494,11.227955,11.227955,1.0,0.32147995,0.0,1,0.5,0.8,BMS
730,267,93.00411,51.994522,1.78872905469491,0.31643835,0.0,1,0.5,0.8,SIGN
5000,17,10.7638,4.7462,2.267877459862627,0.5516,0.0,1,0.5,0.8,MSNBC
4933,5422,20.6045,16.704845,1.233444572538074,0.069531724,0.0,1,0.5,0.8,BIBLE_WORD
5000,74,133.01,26.0638,5.1032466486084145,0.0156,0.0,1,0.5,0.8,BIBLE_CHAR
45000,22422,28.425312,28.4252,1.0000039088946115,0.31928888,0.0,1,0.5,0.8,KOSARAK
5000,2612,40.1966,38.6178,1.0408827017592923,0.2024,0.0,1,0.5,0.8,FIFA
5000,4,11.6854,3.544,3.297234762979684,0.6776,0.0,1,0.5,0.8,SPICE0
5000,20,41.7752,14.2164,2.9385217073239356,0.2688,0.0,1,0.5,0.8,SPICE1
5000,10,42.1658,8.989,4.690822115919457,0.365,0.0,1,0.5,0.8,SPICE2
5000,10,42.6778,8.9474,4.769854929923777,0.2716,0.0,1,0.5,0.8,SPICE3
4854,31,8.174702,6.8127317,1.1999153285554447,0.58178824,0.0,1,0.5,0.8,SPICE4
5000,48,119.9794,22.7796,5.2669669353281,1.0,0.0,1,0.5,0.8,SPICE5
4099,24,29.740181,11.156136,2.6658138161779177,0.2642108,0.0,1,0.5,0.8,SPICE6
5000,20,59.1826,16.5418,3.57776058228246,0.5492,0.0,1,0.5,0.8,SPICE7
5000,43,31.6762,12.3186,2.571412335817382,0.3808,0.0,1,0.5,0.8,SPICE8
4096,11,30.523682,6.3515625,4.805696494464945,0.47827148,0.0,1,0.5,0.8,SPICE9
5000,20,35.5188,15.8502,2.2409054775334063,0.4872,0.0,1,0.5,0.8,SPICE10
5000,2546,12.0796,10.8556,1.112752864880799,0.858,0.0,1,0.5,0.8,SPICE11
5000,21,33.0404,14.0284,2.355250776995238,0.1182,0.0,1,0.5,0.8,SPICE12
5000,400,8.2306,7.193,1.1442513554844989,0.351,0.0,1,0.5,0.8,SPICE13
5000,27,42.1762,12.7918,3.2971278475273222,0.304,0.0,1,0.5,0.8,SPICE14
5000,32,41.522,17.4818,2.375155876397167,0.1684,0.0,1,0.5,0.8,SPICE15
4865,494,11.227955,11.227955,1.0,0.32476875,0.0,1,0.6,0.8,BMS
730,267,93.00411,51.994522,1.78872905469491,0.30273974,0.0,1,0.6,0.8,SIGN
5000,17,10.7638,4.7462,2.267877459862627,0.5526,0.0,1,0.6,0.8,MSNBC
4933,5422,20.6045,16.704845,1.233444572538074,0.07459964,0.0,1,0.6,0.8,BIBLE_WORD
5000,74,133.01,26.0638,5.1032466486084145,0.0126,0.0,1,0.6,0.8,BIBLE_CHAR
45000,22422,28.425312,28.4252,1.0000039088946115,0.3185111,0.0,1,0.6,0.8,KOSARAK
5000,2612,40.1966,38.6178,1.0408827017592923,0.1986,0.0,1,0.6,0.8,FIFA
5000,4,11.6854,3.544,3.297234762979684,0.6776,0.0,1,0.6,0.8,SPICE0
5000,20,41.7752,14.2164,2.9385217073239356,0.2688,0.0,1,0.6,0.8,SPICE1
5000,10,42.1658,8.989,4.690822115919457,0.365,0.0,1,0.6,0.8,SPICE2
5000,10,42.6778,8.9474,4.769854929923777,0.2716,0.0,1,0.6,0.8,SPICE3
4854,31,8.174702,6.8127317,1.1999153285554447,0.57911,0.0,1,0.6,0.8,SPICE4
5000,48,119.9794,22.7796,5.2669669353281,1.0,0.0,1,0.6,0.8,SPICE5
4099,24,29.740181,11.156136,2.6658138161779177,0.2642108,0.0,1,0.6,0.8,SPICE6
5000,20,59.1826,16.5418,3.57776058228246,0.5492,0.0,1,0.6,0.8,SPICE7
5000,43,31.6762,12.3186,2.571412335817382,0.3804,0.0,1,0.6,0.8,SPICE8
4096,11,30.523682,6.3515625,4.805696494464945,0.4794922,0.0,1,0.6,0.8,SPICE9
5000,20,35.5188,15.8502,2.2409054775334063,0.4852,0.0,1,0.6,0.8,SPICE10
5000,2546,12.0796,10.8556,1.112752864880799,0.8586,0.0,1,0.6,0.8,SPICE11
5000,21,33.0404,14.0284,2.355250776995238,0.1182,0.0,1,0.6,0.8,SPICE12
5000,400,8.2306,7.193,1.1442513554844989,0.3486,0.0,1,0.6,0.8,SPICE13
5000,27,42.1762,12.7918,3.2971278475273222,0.305,0.0,1,0.6,0.8,SPICE14
5000,32,41.522,17.4818,2.375155876397167,0.169,0.0,1,0.6,0.8,SPICE15
4865,494,11.227955,11.227955,1.0,0.3208633,0.0,1,0.7,0.8,BMS
730,267,93.00411,51.994522,1.78872905469491,0.31232876,0.0,1,0.7,0.8,SIGN
5000,17,10.7638,4.7462,2.267877459862627,0.5496,0.0,1,0.7,0.8,MSNBC
4933,5422,20.6045,16.704845,1.233444572538074,0.075207785,0.0,1,0.7,0.8,BIBLE_WORD
5000,74,133.01,26.0638,5.1032466486084145,0.0146,0.0,1,0.7,0.8,BIBLE_CHAR
45000,22422,28.425312,28.4252,1.0000039088946115,0.31746668,0.0,1,0.7,0.8,KOSARAK
5000,2612,40.1966,38.6178,1.0408827017592923,0.199,0.0,1,0.7,0.8,FIFA
5000,4,11.6854,3.544,3.297234762979684,0.6776,0.0,1,0.7,0.8,SPICE0
5000,20,41.7752,14.2164,2.9385217073239356,0.2688,0.0,1,0.7,0.8,SPICE1
5000,10,42.1658,8.989,4.690822115919457,0.365,0.0,1,0.7,0.8,SPICE2
5000,10,42.6778,8.9474,4.769854929923777,0.2716,0.0,1,0.7,0.8,SPICE3
4854,31,8.174702,6.8127317,1.1999153285554447,0.57787395,0.0,1,0.7,0.8,SPICE4
5000,48,119.9794,22.7796,5.2669669353281,1.0,0.0,1,0.7,0.8,SPICE5
4099,24,29.740181,11.156136,2.6658138161779177,0.26445475,0.0,1,0.7,0.8,SPICE6
5000,20,59.1826,16.5418,3.57776058228246,0.5492,0.0,1,0.7,0.8,SPICE7
5000,43,31.6762,12.3186,2.571412335817382,0.3806,0.0,1,0.7,0.8,SPICE8
4096,11,30.523682,6.3515625,4.805696494464945,0.47998047,0.0,1,0.7,0.8,SPICE9
5000,20,35.5188,15.8502,2.2409054775334063,0.486,0.0,1,0.7,0.8,SPICE10
5000,2546,12.0796,10.8556,1.112752864880799,0.8596,0.0,1,0.7,0.8,SPICE11
5000,21,33.0404,14.0284,2.355250776995238,0.1182,0.0,1,0.7,0.8,SPICE12
5000,400,8.2306,7.193,1.1442513554844989,0.3518,0.0,1,0.7,0.8,SPICE13
5000,27,42.1762,12.7918,3.2971278475273222,0.305,0.0,1,0.7,0.8,SPICE14
5000,32,41.522,17.4818,2.375155876397167,0.1692,0.0,1,0.7,0.8,SPICE15
4865,494,11.227955,11.227955,1.0,0.3233299,0.0,1,0.8,0.8,BMS
730,267,93.00411,51.994522,1.78872905469491,0.31232876,0.0,1,0.8,0.8,SIGN
5000,17,10.7638,4.7462,2.267877459862627,0.551,0.0,1,0.8,0.8,MSNBC
4933,5422,20.6045,16.704845,1.233444572538074,0.07135617,0.0,1,0.8,0.8,BIBLE_WORD
5000,74,133.01,26.0638,5.1032466486084145,0.0126,0.0,1,0.8,0.8,BIBLE_CHAR
45000,22422,28.425312,28.4252,1.0000039088946115,0.31955555,0.0,1,0.8,0.8,KOSARAK
5000,2612,40.1966,38.6178,1.0408827017592923,0.2026,0.0,1,0.8,0.8,FIFA
5000,4,11.6854,3.544,3.297234762979684,0.6776,0.0,1,0.8,0.8,SPICE0
5000,20,41.7752,14.2164,2.9385217073239356,0.2688,0.0,1,0.8,0.8,SPICE1
5000,10,42.1658,8.989,4.690822115919457,0.365,0.0,1,0.8,0.8,SPICE2
5000,10,42.6778,8.9474,4.769854929923777,0.2716,0.0,1,0.8,0.8,SPICE3
4854,31,8.174702,6.8127317,1.1999153285554447,0.578904,0.0,1,0.8,0.8,SPICE4
5000,48,119.9794,22.7796,5.2669669353281,1.0,0.0,1,0.8,0.8,SPICE5
4099,24,29.740181,11.156136,2.6658138161779177,0.26445475,0.0,1,0.8,0.8,SPICE6
5000,20,59.1826,16.5418,3.57776058228246,0.5492,0.0,1,0.8,0.8,SPICE7
5000,43,31.6762,12.3186,2.571412335817382,0.3806,0.0,1,0.8,0.8,SPICE8
4096,11,30.523682,6.3515625,4.805696494464945,0.47924805,0.0,1,0.8,0.8,SPICE9
5000,20,35.5188,15.8502,2.2409054775334063,0.4864,0.0,1,0.8,0.8,SPICE10
5000,2546,12.0796,10.8556,1.112752864880799,0.8604,0.0,1,0.8,0.8,SPICE11
5000,21,33.0404,14.0284,2.355250776995238,0.1182,0.0,1,0.8,0.8,SPICE12
5000,400,8.2306,7.193,1.1442513554844989,0.3516,0.0,1,0.8,0.8,SPICE13
5000,27,42.1762,12.7918,3.2971278475273222,0.3052,0.0,1,0.8,0.8,SPICE14
5000,32,41.522,17.4818,2.375155876397167,0.168,0.0,1,0.8,0.8,SPICE15
4865,494,11.227955,11.227955,1.0,0.32312435,0.0,1,0.9,0.8,BMS
730,267,93.00411,51.994522,1.78872905469491,0.31506848,0.0,1,0.9,0.8,SIGN
5000,17,10.7638,4.7462,2.267877459862627,0.5512,0.0,1,0.9,0.8,MSNBC
4933,5422,20.6045,16.704845,1.233444572538074,0.072369754,0.0,1,0.9,0.8,BIBLE_WORD
5000,74,133.01,26.0638,5.1032466486084145,0.0144,0.0,1,0.9,0.8,BIBLE_CHAR
45000,22422,28.425312,28.4252,1.0000039088946115,0.31777778,0.0,1,0.9,0.8,KOSARAK
5000,2612,40.1966,38.6178,1.0408827017592923,0.201,0.0,1,0.9,0.8,FIFA
5000,4,11.6854,3.544,3.297234762979684,0.6776,0.0,1,0.9,0.8,SPICE0
5000,20,41.7752,14.2164,2.9385217073239356,0.2688,0.0,1,0.9,0.8,SPICE1
5000,10,42.1658,8.989,4.690822115919457,0.365,0.0,1,0.9,0.8,SPICE2
5000,10,42.6778,8.9474,4.769854929923777,0.2716,0.0,1,0.9,0.8,SPICE3
4854,31,8.174702,6.8127317,1.1999153285554447,0.5795221,0.0,1,0.9,0.8,SPICE4
5000,48,119.9794,22.7796,5.2669669353281,1.0,0.0,1,0.9,0.8,SPICE5
4099,24,29.740181,11.156136,2.6658138161779177,0.2646987,0.0,1,0.9,0.8,SPICE6
5000,20,59.1826,16.5418,3.57776058228246,0.5492,0.0,1,0.9,0.8,SPICE7
5000,43,31.6762,12.3186,2.571412335817382,0.3802,0.0,1,0.9,0.8,SPICE8
4096,11,30.523682,6.3515625,4.805696494464945,0.47973633,0.0,1,0.9,0.8,SPICE9
5000,20,35.5188,15.8502,2.2409054775334063,0.4848,0.0,1,0.9,0.8,SPICE10
5000,2546,12.0796,10.8556,1.112752864880799,0.8588,0.0,1,0.9,0.8,SPICE11
5000,21,33.0404,14.0284,2.355250776995238,0.1182,0.0,1,0.9,0.8,SPICE12
5000,400,8.2306,7.193,1.1442513554844989,0.3478,0.0,1,0.9,0.8,SPICE13
5000,27,42.1762,12.7918,3.2971278475273222,0.3052,0.0,1,0.9,0.8,SPICE14
5000,32,41.522,17.4818,2.375155876397167,0.1684,0.0,1,0.9,0.8,SPICE15
4865,494,11.227955,11.227955,1.0,0.3393628,1.0,1,0.1,0.8,BMS
730,267,93.00411,51.994522,1.78872905469491,0.33150685,1.0,1,0.1,0.8,SIGN
5000,17,10.7638,4.7462,2.267877459862627,0.5482,1.0,1,0.1,0.8,MSNBC
4933,5422,20.6045,16.704845,1.233444572538074,0.0012162984,1.0,1,0.1,0.8,BIBLE_WORD
5000,74,133.01,26.0638,5.1032466486084145,0.0072,1.0,1,0.1,0.8,BIBLE_CHAR
45000,22422,28.425312,28.4252,1.0000039088946115,0.36855555,1.0,1,0.1,0.8,KOSARAK
5000,2612,40.1966,38.6178,1.0408827017592923,0.1964,1.0,1,0.1,0.8,FIFA
5000,4,11.6854,3.544,3.297234762979684,0.6776,1.0,1,0.1,0.8,SPICE0
5000,20,41.7752,14.2164,2.9385217073239356,0.2688,1.0,1,0.1,0.8,SPICE1
5000,10,42.1658,8.989,4.690822115919457,0.365,1.0,1,0.1,0.8,SPICE2
5000,10,42.6778,8.9474,4.769854929923777,0.2716,1.0,1,0.1,0.8,SPICE3
4854,31,8.174702,6.8127317,1.1999153285554447,0.54800165,1.0,1,0.1,0.8,SPICE4
5000,48,119.9794,22.7796,5.2669669353281,1.0,1.0,1,0.1,0.8,SPICE5
4099,24,29.740181,11.156136,2.6658138161779177,0.26518664,1.0,1,0.1,0.8,SPICE6
5000,20,59.1826,16.5418,3.57776058228246,0.5492,1.0,1,0.1,0.8,SPICE7
5000,43,31.6762,12.3186,2.571412335817382,0.3826,1.0,1,0.1,0.8,SPICE8
4096,11,30.523682,6.3515625,4.805696494464945,0.41918945,1.0,1,0.1,0.8,SPICE9
5000,20,35.5188,15.8502,2.2409054775334063,0.3552,1.0,1,0.1,0.8,SPICE10
5000,2546,12.0796,10.8556,1.112752864880799,0.8926,1.0,1,0.1,0.8,SPICE11
5000,21,33.0404,14.0284,2.355250776995238,0.1184,1.0,1,0.1,0.8,SPICE12
5000,400,8.2306,7.193,1.1442513554844989,0.3492,1.0,1,0.1,0.8,SPICE13
5000,27,42.1762,12.7918,3.2971278475273222,0.303,1.0,1,0.1,0.8,SPICE14
5000,32,41.522,17.4818,2.375155876397167,0.1548,1.0,1,0.1,0.8,SPICE15
4865,494,11.227955,11.227955,1.0,0.3393628,1.0,1,0.2,0.8,BMS
730,267,93.00411,51.994522,1.78872905469491,0.33013698,1.0,1,0.2,0.8,SIGN
5000,17,10.7638,4.7462,2.267877459862627,0.5462,1.0,1,0.2,0.8,MSNBC
4933,5422,20.6045,16.704845,1.233444572538074,0.0012162984,1.0,1,0.2,0.8,BIBLE_WORD
5000,74,133.01,26.0638,5.1032466486084145,0.0072,1.0,1,0.2,0.8,BIBLE_CHAR
45000,22422,28.425312,28.4252,1.0000039088946115,0.36866668,1.0,1,0.2,0.8,KOSARAK
5000,2612,40.1966,38.6178,1.0408827017592923,0.1986,1.0,1,0.2,0.8,FIFA
5000,4,11.6854,3.544,3.297234762979684,0.6776,1.0,1,0.2,0.8,SPICE0
5000,20,41.7752,14.2164,2.9385217073239356,0.2688,1.0,1,0.2,0.8,SPICE1
5000,10,42.1658,8.989,4.690822115919457,0.365,1.0,1,0.2,0.8,SPICE2
5000,10,42.6778,8.9474,4.769854929923777,0.2716,1.0,1,0.2,0.8,SPICE3
4854,31,8.174702,6.8127317,1.1999153285554447,0.54676557,1.0,1,0.2,0.8,SPICE4
5000,48,119.9794,22.7796,5.2669669353281,1.0,1.0,1,0.2,0.8,SPICE5
4099,24,29.740181,11.156136,2.6658138161779177,0.26518664,1.0,1,0.2,0.8,SPICE6
5000,20,59.1826,16.5418,3.57776058228246,0.5492,1.0,1,0.2,0.8,SPICE7
5000,43,31.6762,12.3186,2.571412335817382,0.3826,1.0,1,0.2,0.8,SPICE8
4096,11,30.523682,6.3515625,4.805696494464945,0.41918945,1.0,1,0.2,0.8,SPICE9
5000,20,35.5188,15.8502,2.2409054775334063,0.3562,1.0,1,0.2,0.8,SPICE10
5000,2546,12.0796,10.8556,1.112752864880799,0.8918,1.0,1,0.2,0.8,SPICE11
5000,21,33.0404,14.0284,2.355250776995238,0.1186,1.0,1,0.2,0.8,SPICE12
5000,400,8.2306,7.193,1.1442513554844989,0.348,1.0,1,0.2,0.8,SPICE13
5000,27,42.1762,12.7918,3.2971278475273222,0.303,1.0,1,0.2,0.8,SPICE14
5000,32,41.522,17.4818,2.375155876397167,0.1546,1.0,1,0.2,0.8,SPICE15
4865,494,11.227955,11.227955,1.0,0.3364851,1.0,1,0.3,0.8,BMS
730,267,93.00411,51.994522,1.78872905469491,0.33424658,1.0,1,0.3,0.8,SIGN
5000,17,10.7638,4.7462,2.267877459862627,0.5472,1.0,1,0.3,0.8,MSNBC
4933,5422,20.6045,16.704845,1.233444572538074,8.108656E-4,1.0,1,0.3,0.8,BIBLE_WORD
5000,74,133.01,26.0638,5.1032466486084145,0.0072,1.0,1,0.3,0.8,BIBLE_CHAR
45000,22422,28.425312,28.4252,1.0000039088946115,0.3686,1.0,1,0.3,0.8,KOSARAK
5000,2612,40.1966,38.6178,1.0408827017592923,0.1996,1.0,1,0.3,0.8,FIFA
5000,4,11.6854,3.544,3.297234762979684,0.6776,1.0,1,0.3,0.8,SPICE0
5000,20,41.7752,14.2164,2.9385217073239356,0.2688,1.0,1,0.3,0.8,SPICE1
5000,10,42.1658,8.989,4.690822115919457,0.365,1.0,1,0.3,0.8,SPICE2
5000,10,42.6778,8.9474,4.769854929923777,0.2716,1.0,1,0.3,0.8,SPICE3
4854,31,8.174702,6.8127317,1.1999153285554447,0.5475896,1.0,1,0.3,0.8,SPICE4
5000,48,119.9794,22.7796,5.2669669353281,1.0,1.0,1,0.3,0.8,SPICE5
4099,24,29.740181,11.156136,2.6658138161779177,0.26518664,1.0,1,0.3,0.8,SPICE6
5000,20,59.1826,16.5418,3.57776058228246,0.5492,1.0,1,0.3,0.8,SPICE7
5000,43,31.6762,12.3186,2.571412335817382,0.3826,1.0,1,0.3,0.8,SPICE8
4096,11,30.523682,6.3515625,4.805696494464945,0.41918945,1.0,1,0.3,0.8,SPICE9
5000,20,35.5188,15.8502,2.2409054775334063,0.356,1.0,1,0.3,0.8,SPICE10
5000,2546,12.0796,10.8556,1.112752864880799,0.891,1.0,1,0.3,0.8,SPICE11
5000,21,33.0404,14.0284,2.355250776995238,0.1188,1.0,1,0.3,0.8,SPICE12
5000,400,8.2306,7.193,1.1442513554844989,0.349,1.0,1,0.3,0.8,SPICE13
5000,27,42.1762,12.7918,3.2971278475273222,0.303,1.0,1,0.3,0.8,SPICE14
5000,32,41.522,17.4818,2.375155876397167,0.1536,1.0,1,0.3,0.8,SPICE15
4865,494,11.227955,11.227955,1.0,0.33854058,1.0,1,0.4,0.8,BMS
730,267,93.00411,51.994522,1.78872905469491,0.3369863,1.0,1,0.4,0.8,SIGN
5000,17,10.7638,4.7462,2.267877459862627,0.546,1.0,1,0.4,0.8,MSNBC
4933,5422,20.6045,16.704845,1.233444572538074,8.108656E-4,1.0,1,0.4,0.8,BIBLE_WORD
5000,74,133.01,26.0638,5.1032466486084145,0.0072,1.0,1,0.4,0.8,BIBLE_CHAR
45000,22422,28.425312,28.4252,1.0000039088946115,0.36886665,1.0,1,0.4,0.8,KOSARAK
5000,2612,40.1966,38.6178,1.0408827017592923,0.1994,1.0,1,0.4,0.8,FIFA
5000,4,11.6854,3.544,3.297234762979684,0.6776,1.0,1,0.4,0.8,SPICE0
